SalesOrderID,OrderDate,DueDate,ShipDate,Name,SalesPersonID, SubTotal , TaxAmt , Freight , TotalDue ,BusinessEntityID
52833,7/18/2013,7/30/2013,7/25/2013,Online Orders,Online Order, $553.97 , $44.32 , $13.85 , $612.14 ,NULL
52834,7/18/2013,7/30/2013,7/25/2013,Online Orders,Online Order, $588.96 , $47.12 , $14.72 , $650.80 ,NULL
52835,7/18/2013,7/30/2013,7/25/2013,Online Orders,Online Order, $539.99 , $43.20 , $13.50 , $596.69 ,NULL
52836,7/18/2013,7/30/2013,7/25/2013,Online Orders,Online Order," $1,170.48 ", $93.64 , $29.26 ," $1,293.38 ",NULL
52837,7/18/2013,7/30/2013,7/25/2013,Online Orders,Online Order," $1,155.48 ", $92.44 , $28.89 ," $1,276.81 ",NULL
52838,7/18/2013,7/30/2013,7/25/2013,Online Orders,Online Order," $1,170.48 ", $93.64 , $29.26 ," $1,293.38 ",NULL
52839,7/18/2013,7/30/2013,7/25/2013,Online Orders,Online Order, $548.98 , $43.92 , $13.72 , $606.62 ,NULL
52840,7/18/2013,7/30/2013,7/25/2013,Online Orders,Online Order," $2,419.06 ", $193.52 , $60.48 ," $2,673.06 ",NULL
52841,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order," $2,539.42 ", $203.15 , $63.49 ," $2,806.06 ",NULL
52842,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order," $1,151.76 ", $92.14 , $28.79 ," $1,272.69 ",NULL
52843,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order," $1,120.49 ", $89.64 , $28.01 ," $1,238.14 ",NULL
52844,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order," $1,249.84 ", $99.99 , $31.25 ," $1,381.07 ",NULL
52845,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order," $1,283.82 ", $102.71 , $32.10 ," $1,418.62 ",NULL
52846,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order," $2,294.99 ", $183.60 , $57.37 ," $2,535.96 ",NULL
52847,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $64.47 , $5.16 , $1.61 , $71.24 ,NULL
52848,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $69.99 , $5.60 , $1.75 , $77.34 ,NULL
52849,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $49.99 , $4.00 , $1.25 , $55.24 ,NULL
52850,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order," $1,709.98 ", $136.80 , $42.75 ," $1,889.53 ",NULL
52851,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $819.48 , $65.56 , $20.49 , $905.53 ,NULL
52852,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $84.98 , $6.80 , $2.12 , $93.90 ,NULL
52853,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $27.28 , $2.18 , $0.68 , $30.14 ,NULL
52854,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $38.88 , $3.11 , $0.97 , $42.96 ,NULL
52855,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $152.60 , $12.21 , $3.82 , $168.62 ,NULL
52856,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $37.27 , $2.98 , $0.93 , $41.18 ,NULL
52857,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $38.98 , $3.12 , $0.97 , $43.07 ,NULL
52858,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $29.99 , $2.40 , $0.75 , $33.14 ,NULL
52859,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $71.58 , $5.73 , $1.79 , $79.10 ,NULL
52860,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $32.28 , $2.58 , $0.81 , $35.67 ,NULL
52861,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $37.27 , $2.98 , $0.93 , $41.18 ,NULL
52862,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $14.98 , $1.20 , $0.37 , $16.55 ,NULL
52863,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $78.98 , $6.32 , $1.97 , $87.27 ,NULL
52864,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $98.96 , $7.92 , $2.47 , $109.35 ,NULL
52865,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $39.98 , $3.20 , $1.00 , $44.18 ,NULL
52866,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $61.96 , $4.96 , $1.55 , $68.47 ,NULL
52867,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $7.28 , $0.58 , $0.18 , $8.04 ,NULL
52868,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $78.96 , $6.32 , $1.97 , $87.25 ,NULL
52869,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $32.27 , $2.58 , $0.81 , $35.66 ,NULL
52870,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $27.28 , $2.18 , $0.68 , $30.14 ,NULL
52871,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $27.28 , $2.18 , $0.68 , $30.14 ,NULL
52872,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $15.23 , $1.22 , $0.38 , $16.83 ,NULL
52873,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $120.48 , $9.64 , $3.01 , $133.13 ,NULL
52874,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $21.98 , $1.76 , $0.55 , $24.29 ,NULL
52875,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order," $1,735.98 ", $138.88 , $43.40 ," $1,918.26 ",NULL
52876,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $800.46 , $64.04 , $20.01 , $884.51 ,NULL
52877,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $806.76 , $64.54 , $20.17 , $891.47 ,NULL
52878,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order," $2,419.06 ", $193.52 , $60.48 ," $2,673.06 ",NULL
52879,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $574.98 , $46.00 , $14.37 , $635.35 ,NULL
52880,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order," $1,155.48 ", $92.44 , $28.89 ," $1,276.81 ",NULL
52881,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order, $574.98 , $46.00 , $14.37 , $635.35 ,NULL
52882,7/19/2013,7/31/2013,7/26/2013,Online Orders,Online Order," $1,249.84 ", $99.99 , $31.25 ," $1,381.07 ",NULL
52883,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $8.99 , $0.72 , $0.22 , $9.93 ,NULL
52884,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $63.97 , $5.12 , $1.60 , $70.69 ,NULL
52885,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $42.93 , $3.43 , $1.07 , $47.44 ,NULL
52886,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $30.97 , $2.48 , $0.77 , $34.22 ,NULL
52887,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $48.98 , $3.92 , $1.22 , $54.12 ,NULL
52888,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $4.99 , $0.40 , $0.12 , $5.51 ,NULL
52889,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $34.99 , $2.80 , $0.87 , $38.66 ,NULL
52890,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order," $1,754.98 ", $140.40 , $43.87 ," $1,939.25 ",NULL
52891,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order," $1,754.98 ", $140.40 , $43.87 ," $1,939.25 ",NULL
52892,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order," $1,750.98 ", $140.08 , $43.77 ," $1,934.83 ",NULL
52893,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $28.48 , $2.28 , $0.71 , $31.47 ,NULL
52894,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $24.99 , $2.00 , $0.62 , $27.61 ,NULL
52895,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $64.97 , $5.20 , $1.62 , $71.79 ,NULL
52896,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $146.06 , $11.68 , $3.65 , $161.40 ,NULL
52897,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $37.27 , $2.98 , $0.93 , $41.18 ,NULL
52898,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $73.97 , $5.92 , $1.85 , $81.74 ,NULL
52899,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $14.98 , $1.20 , $0.37 , $16.55 ,NULL
52900,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $68.97 , $5.52 , $1.72 , $76.21 ,NULL
52901,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $69.97 , $5.60 , $1.75 , $77.32 ,NULL
52902,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $123.98 , $9.92 , $3.10 , $137.00 ,NULL
52903,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $13.98 , $1.12 , $0.35 , $15.45 ,NULL
52904,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $89.97 , $7.20 , $2.25 , $99.42 ,NULL
52905,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $42.28 , $3.38 , $1.06 , $46.72 ,NULL
52906,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $64.97 , $5.20 , $1.62 , $71.79 ,NULL
52907,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $78.98 , $6.32 , $1.97 , $87.27 ,NULL
52908,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $24.99 , $2.00 , $0.62 , $27.61 ,NULL
52909,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $60.47 , $4.84 , $1.51 , $66.82 ,NULL
52910,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $25.48 , $2.04 , $0.64 , $28.16 ,NULL
52911,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $36.27 , $2.90 , $0.91 , $40.08 ,NULL
52912,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $115.96 , $9.28 , $2.90 , $128.14 ,NULL
52913,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $4.99 , $0.40 , $0.12 , $5.51 ,NULL
52914,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $39.99 , $3.20 , $1.00 , $44.19 ,NULL
52915,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $74.98 , $6.00 , $1.87 , $82.85 ,NULL
52916,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $74.98 , $6.00 , $1.87 , $82.85 ,NULL
52917,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $75.97 , $6.08 , $1.90 , $83.95 ,NULL
52918,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $106.97 , $8.56 , $2.67 , $118.20 ,NULL
52919,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order," $2,475.95 ", $198.08 , $61.90 ," $2,735.92 ",NULL
52920,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order," $2,478.34 ", $198.27 , $61.96 ," $2,738.57 ",NULL
52921,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $804.48 , $64.36 , $20.11 , $888.95 ,NULL
52922,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order," $2,394.97 ", $191.60 , $59.87 ," $2,646.44 ",NULL
52923,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $556.26 , $44.50 , $13.91 , $614.67 ,NULL
52924,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order," $1,155.48 ", $92.44 , $28.89 ," $1,276.81 ",NULL
52925,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order," $1,151.76 ", $92.14 , $28.79 ," $1,272.69 ",NULL
52926,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $562.96 , $45.04 , $14.07 , $622.07 ,NULL
52927,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $539.99 , $43.20 , $13.50 , $596.69 ,NULL
52928,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order, $578.46 , $46.28 , $14.46 , $639.20 ,NULL
52929,7/20/2013,8/1/2013,7/27/2013,Online Orders,Online Order," $2,428.05 ", $194.24 , $60.70 ," $2,683.00 ",NULL
52930,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order," $1,120.49 ", $89.64 , $28.01 ," $1,238.14 ",NULL
52931,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $7.95 , $0.64 , $0.20 , $8.78 ,NULL
52932,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $7.28 , $0.58 , $0.18 , $8.04 ,NULL
52933,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $76.96 , $6.16 , $1.92 , $85.04 ,NULL
52934,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $53.99 , $4.32 , $1.35 , $59.66 ,NULL
52935,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $24.99 , $2.00 , $0.62 , $27.61 ,NULL
52936,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $22.93 , $1.83 , $0.57 , $25.34 ,NULL
52937,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $69.99 , $5.60 , $1.75 , $77.34 ,NULL
52938,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $119.98 , $9.60 , $3.00 , $132.58 ,NULL
52939,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $113.97 , $9.12 , $2.85 , $125.94 ,NULL
52940,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $39.98 , $3.20 , $1.00 , $44.18 ,NULL
52941,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $30.97 , $2.48 , $0.77 , $34.22 ,NULL
52942,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $4.99 , $0.40 , $0.12 , $5.51 ,NULL
52943,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $119.98 , $9.60 , $3.00 , $132.58 ,NULL
52944,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $63.97 , $5.12 , $1.60 , $70.69 ,NULL
52945,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $37.93 , $3.03 , $0.95 , $41.91 ,NULL
52946,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $78.98 , $6.32 , $1.97 , $87.27 ,NULL
52947,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $4.99 , $0.40 , $0.12 , $5.51 ,NULL
52948,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $21.49 , $1.72 , $0.54 , $23.75 ,NULL
52949,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $92.96 , $7.44 , $2.32 , $102.72 ,NULL
52950,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $74.98 , $6.00 , $1.87 , $82.85 ,NULL
52951,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $56.97 , $4.56 , $1.42 , $62.95 ,NULL
52952,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $49.99 , $4.00 , $1.25 , $55.24 ,NULL
52953,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $8.99 , $0.72 , $0.22 , $9.93 ,NULL
52954,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order," $2,451.30 ", $196.10 , $61.28 ," $2,708.69 ",NULL
52955,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order," $2,443.35 ", $195.47 , $61.08 ," $2,699.90 ",NULL
52956,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order," $2,294.99 ", $183.60 , $57.37 ," $2,535.96 ",NULL
52957,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order," $2,329.98 ", $186.40 , $58.25 ," $2,574.63 ",NULL
52958,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $777.34 , $62.19 , $19.43 , $858.96 ,NULL
52959,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order," $2,322.28 ", $185.78 , $58.06 ," $2,566.12 ",NULL
52960,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $553.97 , $44.32 , $13.85 , $612.14 ,NULL
52961,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $563.77 , $45.10 , $14.09 , $622.97 ,NULL
52962,7/21/2013,8/2/2013,7/28/2013,Online Orders,Online Order, $539.99 , $43.20 , $13.50 , $596.69 ,NULL
52963,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order," $2,525.94 ", $202.08 , $63.15 ," $2,791.16 ",NULL
52964,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order," $1,143.46 ", $91.48 , $28.59 ," $1,263.52 ",NULL
52965,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order," $2,354.98 ", $188.40 , $58.87 ," $2,602.25 ",NULL
52966,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order," $2,294.99 ", $183.60 , $57.37 ," $2,535.96 ",NULL
52967,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order," $2,309.97 ", $184.80 , $57.75 ," $2,552.52 ",NULL
52968,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $34.99 , $2.80 , $0.87 , $38.66 ,NULL
52969,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $27.28 , $2.18 , $0.68 , $30.14 ,NULL
52970,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $69.97 , $5.60 , $1.75 , $77.32 ,NULL
52971,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $53.99 , $4.32 , $1.35 , $59.66 ,NULL
52972,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $58.98 , $4.72 , $1.47 , $65.17 ,NULL
52973,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $49.99 , $4.00 , $1.25 , $55.24 ,NULL
52974,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $8.99 , $0.72 , $0.22 , $9.93 ,NULL
52975,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $159.00 , $12.72 , $3.98 , $175.70 ,NULL
52976,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $38.98 , $3.12 , $0.97 , $43.07 ,NULL
52977,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $88.97 , $7.12 , $2.22 , $98.31 ,NULL
52978,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $28.99 , $2.32 , $0.72 , $32.03 ,NULL
52979,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $36.59 , $2.93 , $0.91 , $40.43 ,NULL
52980,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $71.58 , $5.73 , $1.79 , $79.10 ,NULL
52981,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $29.99 , $2.40 , $0.75 , $33.14 ,NULL
52982,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $69.97 , $5.60 , $1.75 , $77.32 ,NULL
52983,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $17.27 , $1.38 , $0.43 , $19.08 ,NULL
52984,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $49.97 , $4.00 , $1.25 , $55.22 ,NULL
52985,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $68.49 , $5.48 , $1.71 , $75.68 ,NULL
52986,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $29.98 , $2.40 , $0.75 , $33.13 ,NULL
52987,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $91.96 , $7.36 , $2.30 , $101.62 ,NULL
52988,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $66.96 , $5.36 , $1.67 , $73.99 ,NULL
52989,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $38.98 , $3.12 , $0.97 , $43.07 ,NULL
52990,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $27.28 , $2.18 , $0.68 , $30.14 ,NULL
52991,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $67.97 , $5.44 , $1.70 , $75.11 ,NULL
52992,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $3.99 , $0.32 , $0.10 , $4.41 ,NULL
52993,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $123.99 , $9.92 , $3.10 , $137.01 ,NULL
52994,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $4.99 , $0.40 , $0.12 , $5.51 ,NULL
52995,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $81.46 , $6.52 , $2.04 , $90.01 ,NULL
52996,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $120.47 , $9.64 , $3.01 , $133.12 ,NULL
52997,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $589.98 , $47.20 , $14.75 , $651.93 ,NULL
52998,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order," $2,381.44 ", $190.52 , $59.54 ," $2,631.49 ",NULL
52999,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order," $2,294.99 ", $183.60 , $57.37 ," $2,535.96 ",NULL
53000,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $839.48 , $67.16 , $20.99 , $927.63 ,NULL
53001,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order, $539.99 , $43.20 , $13.50 , $596.69 ,NULL
53002,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order," $2,419.06 ", $193.52 , $60.48 ," $2,673.06 ",NULL
53003,7/22/2013,8/3/2013,7/29/2013,Online Orders,Online Order," $2,452.34 ", $196.19 , $61.31 ," $2,709.84 ",NULL
53004,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order," $1,205.47 ", $96.44 , $30.14 ," $1,332.04 ",NULL
53005,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order," $2,329.98 ", $186.40 , $58.25 ," $2,574.63 ",NULL
53006,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order," $2,329.98 ", $186.40 , $58.25 ," $2,574.63 ",NULL
53007,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $8.99 , $0.72 , $0.22 , $9.93 ,NULL
53008,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $40.22 , $3.22 , $1.01 , $44.44 ,NULL
53009,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $78.98 , $6.32 , $1.97 , $87.27 ,NULL
53010,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $93.49 , $7.48 , $2.34 , $103.31 ,NULL
53011,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $69.97 , $5.60 , $1.75 , $77.32 ,NULL
53012,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $120.47 , $9.64 , $3.01 , $133.12 ,NULL
53013,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $105.45 , $8.44 , $2.64 , $116.52 ,NULL
53014,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $58.98 , $4.72 , $1.47 , $65.17 ,NULL
53015,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $2.29 , $0.18 , $0.06 , $2.53 ,NULL
53016,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $8.99 , $0.72 , $0.22 , $9.93 ,NULL
53017,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $8.99 , $0.72 , $0.22 , $9.93 ,NULL
53018,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $28.98 , $2.32 , $0.72 , $32.02 ,NULL
53019,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $49.97 , $4.00 , $1.25 , $55.22 ,NULL
53020,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $4.99 , $0.40 , $0.12 , $5.51 ,NULL
53021,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $7.28 , $0.58 , $0.18 , $8.04 ,NULL
53022,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $4.99 , $0.40 , $0.12 , $5.51 ,NULL
53023,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $71.58 , $5.73 , $1.79 , $79.10 ,NULL
53024,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $96.07 , $7.69 , $2.40 , $106.16 ,NULL
53025,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $91.58 , $7.33 , $2.29 , $101.20 ,NULL
53026,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $24.99 , $2.00 , $0.62 , $27.61 ,NULL
53027,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $36.59 , $2.93 , $0.91 , $40.43 ,NULL
53028,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $34.89 , $2.79 , $0.87 , $38.55 ,NULL
53029,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $14.98 , $1.20 , $0.37 , $16.55 ,NULL
53030,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $74.46 , $5.96 , $1.86 , $82.28 ,NULL
53031,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $74.46 , $5.96 , $1.86 , $82.28 ,NULL
53032,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $69.99 , $5.60 , $1.75 , $77.34 ,NULL
53033,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $148.47 , $11.88 , $3.71 , $164.06 ,NULL
53034,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $13.98 , $1.12 , $0.35 , $15.45 ,NULL
53035,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $7.28 , $0.58 , $0.18 , $8.04 ,NULL
53036,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $32.27 , $2.58 , $0.81 , $35.66 ,NULL
53037,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $32.27 , $2.58 , $0.81 , $35.66 ,NULL
53038,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $24.99 , $2.00 , $0.62 , $27.61 ,NULL
53039,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $38.98 , $3.12 , $0.97 , $43.07 ,NULL
53040,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $60.47 , $4.84 , $1.51 , $66.82 ,NULL
53041,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $36.27 , $2.90 , $0.91 , $40.08 ,NULL
53042,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $42.28 , $3.38 , $1.06 , $46.72 ,NULL
53043,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $56.97 , $4.56 , $1.42 , $62.95 ,NULL
53044,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $8.99 , $0.72 , $0.22 , $9.93 ,NULL
53045,7/23/2013,8/4/2013,7/30/2013,Online Orders,Online Order, $36.96 , $2.96 , $0.92 , $40.84 ,NULL
